country,outcome,Admin1,Admin2,fold
Ghana,women_b12,Greater Accra,Ablekuma Central,Ghana
Ghana,women_b12,Greater Accra,Ablekuma North,Ghana
Ghana,women_b12,Eastern,Abuakwa South,Ghana
Ghana,women_b12,Ashanti,Adansi Asokwa,Ghana
Ghana,women_b12,Volta,Afadzato South,Ghana
Ghana,women_b12,Central,Agona West,Ghana
Ghana,women_b12,Volta,Akatsi South,Ghana
Ghana,women_b12,Eastern,Akwapem North,Ghana
Ghana,women_b12,Ashanti,Asante-Akim South,Ghana
Ghana,women_b12,Greater Accra,Ashaiman,Ghana
Ghana,women_b12,Central,Asikuma-Odoben-Brakwa,Ghana
Ghana,women_b12,Ashanti,Asokore-Mampong,Ghana
Ghana,women_b12,Ashanti,Asokwa,Ghana
Ghana,women_b12,Ahafo,Asunafo North,Ghana
Ghana,women_b12,Eastern,Atiwa East,Ghana
Ghana,women_b12,Ashanti,Atwima-Mponua,Ghana
Ghana,women_b12,Ashanti,Atwima-Nwabiagya South,Ghana
Ghana,women_b12,Central,Awutu Senya West,Ghana
Ghana,women_b12,Greater Accra,Ayawaso West,Ghana
Ghana,women_b12,Upper East,Bawku West,Ghana
Ghana,women_b12,Ashanti,Bekwai,Ghana
Ghana,women_b12,Upper East,Binduri,Ghana
Ghana,women_b12,Savannah,Bole,Ghana
Ghana,women_b12,Upper East,Builsa South,Ghana
Ghana,women_b12,Savannah,Central Gonja,Ghana
Ghana,women_b12,North East,Chereponi,Ghana
Ghana,women_b12,Eastern,Denkyembour,Ghana
Ghana,women_b12,Bono,Dormaa West,Ghana
Ghana,women_b12,Western,Effia Kwesimintsim,Ghana
Ghana,women_b12,Western,Ellembelle,Ghana
Ghana,women_b12,Greater Accra,Ga East,Ghana
Ghana,women_b12,Northern,Gushegu,Ghana
Ghana,women_b12,Volta,Ho Municipal,Ghana
Ghana,women_b12,Upper West,Jirapa,Ghana
Ghana,women_b12,Western,Jomoro,Ghana
Ghana,women_b12,Upper East,Kasena Nankana East,Ghana
Ghana,women_b12,Bono East,Kintampo North,Ghana
Ghana,women_b12,Northern,Kpandai,Ghana
Ghana,women_b12,Ashanti,Kumasi,Ghana
Ghana,women_b12,Ashanti,Kwadaso,Ghana
Ghana,women_b12,Eastern,Kwahu Afram Plains North,Ghana
Ghana,women_b12,Greater Accra,La-Dade-Kotopon,Ghana
Ghana,women_b12,Upper West,Lambussie-Karni,Ghana
Ghana,women_b12,Central,Mfantseman,Ghana
Ghana,women_b12,Western,Mpohor,Ghana
Ghana,women_b12,Northern,Nanumba South,Ghana
Ghana,women_b12,Oti,Nkwanta South,Ghana
Ghana,women_b12,Savannah,North East Gonja,Ghana
Ghana,women_b12,Ashanti,Obuasi,Ghana
Ghana,women_b12,Western,Prestea-Huni Valley,Ghana
Ghana,women_b12,Northern,Sagnerigu,Ghana
Ghana,women_b12,Northern,Savelugu,Ghana
Ghana,women_b12,Savannah,Sawla-Tuna-Kalba,Ghana
Ghana,women_b12,Western North,Sefwi-Akontombra,Ghana
Ghana,women_b12,Ashanti,Sekyere Kumawu,Ghana
Ghana,women_b12,Ashanti,Sekyere South,Ghana
Ghana,women_b12,Bono East,Sene West,Ghana
Ghana,women_b12,Upper West,Sissala East,Ghana
Ghana,women_b12,Volta,South Tongu,Ghana
Ghana,women_b12,Bono,Sunyani West,Ghana
Ghana,women_b12,Upper East,Talensi,Ghana
Ghana,women_b12,Northern,Tamale,Ghana
Ghana,women_b12,Ahafo,Tano North,Ghana
Ghana,women_b12,Northern,Tatale Sanguli,Ghana
Ghana,women_b12,Bono East,Techiman,Ghana
Ghana,women_b12,Greater Accra,Tema West,Ghana
Ghana,women_b12,Northern,Tolon,Ghana
Ghana,women_b12,Central,Twifo-Atti-Morkwa,Ghana
Ghana,women_b12,Central,Twifo-Hemang-Lower Denkyira,Ghana
Ghana,women_b12,Upper West,Wa East,Ghana
Ghana,women_b12,Upper West,Wa Municipal,Ghana
Ghana,women_b12,Greater Accra,Weija Gbawe,Ghana
Ghana,women_b12,Bono,Wenchi,Ghana
Ghana,women_b12,North East,West Mamprusi,Ghana
Ghana,women_b12,North East,Yunyoo-Nasuan,Ghana
Sierra Leone,child_vitA,Southern,Bo,Sierra Leone
Sierra Leone,child_vitA,Northern,Bombali,Sierra Leone
Sierra Leone,child_vitA,Southern,Bonthe,Sierra Leone
Sierra Leone,child_vitA,Eastern,Kailahun,Sierra Leone
Sierra Leone,child_vitA,Northern,Kambia,Sierra Leone
Sierra Leone,child_vitA,Eastern,Kenema,Sierra Leone
Sierra Leone,child_vitA,Northern,Koinadugu,Sierra Leone
Sierra Leone,child_vitA,Eastern,Kono,Sierra Leone
Sierra Leone,child_vitA,Southern,Moyamba,Sierra Leone
Sierra Leone,child_vitA,Northern,Port Loko,Sierra Leone
Sierra Leone,child_vitA,Southern,Pujehun,Sierra Leone
Sierra Leone,child_vitA,Northern,Tonkolili,Sierra Leone
Sierra Leone,child_vitA,Western,Western Rural,Sierra Leone
Sierra Leone,child_vitA,Western,Western Urban,Sierra Leone
Sierra Leone,women_vitA,Southern,Bo,Sierra Leone
Sierra Leone,women_vitA,Northern,Bombali,Sierra Leone
Sierra Leone,women_vitA,Southern,Bonthe,Sierra Leone
Sierra Leone,women_vitA,Eastern,Kailahun,Sierra Leone
Sierra Leone,women_vitA,Northern,Kambia,Sierra Leone
Sierra Leone,women_vitA,Eastern,Kenema,Sierra Leone
Sierra Leone,women_vitA,Northern,Koinadugu,Sierra Leone
Sierra Leone,women_vitA,Eastern,Kono,Sierra Leone
Sierra Leone,women_vitA,Southern,Moyamba,Sierra Leone
Sierra Leone,women_vitA,Northern,Port Loko,Sierra Leone
Sierra Leone,women_vitA,Southern,Pujehun,Sierra Leone
Sierra Leone,women_vitA,Northern,Tonkolili,Sierra Leone
Sierra Leone,women_vitA,Western,Western Rural,Sierra Leone
Sierra Leone,women_vitA,Western,Western Urban,Sierra Leone
Sierra Leone,child_iron,Southern,Bo,Sierra Leone
Sierra Leone,child_iron,Northern,Bombali,Sierra Leone
Sierra Leone,child_iron,Southern,Bonthe,Sierra Leone
Sierra Leone,child_iron,Eastern,Kailahun,Sierra Leone
Sierra Leone,child_iron,Northern,Kambia,Sierra Leone
Sierra Leone,child_iron,Eastern,Kenema,Sierra Leone
Sierra Leone,child_iron,Northern,Koinadugu,Sierra Leone
Sierra Leone,child_iron,Eastern,Kono,Sierra Leone
Sierra Leone,child_iron,Southern,Moyamba,Sierra Leone
Sierra Leone,child_iron,Northern,Port Loko,Sierra Leone
Sierra Leone,child_iron,Southern,Pujehun,Sierra Leone
Sierra Leone,child_iron,Northern,Tonkolili,Sierra Leone
Sierra Leone,child_iron,Western,Western Rural,Sierra Leone
Sierra Leone,child_iron,Western,Western Urban,Sierra Leone
Sierra Leone,women_iron,Southern,Bo,Sierra Leone
Sierra Leone,women_iron,Northern,Bombali,Sierra Leone
Sierra Leone,women_iron,Southern,Bonthe,Sierra Leone
Sierra Leone,women_iron,Eastern,Kailahun,Sierra Leone
Sierra Leone,women_iron,Northern,Kambia,Sierra Leone
Sierra Leone,women_iron,Eastern,Kenema,Sierra Leone
Sierra Leone,women_iron,Northern,Koinadugu,Sierra Leone
Sierra Leone,women_iron,Eastern,Kono,Sierra Leone
Sierra Leone,women_iron,Southern,Moyamba,Sierra Leone
Sierra Leone,women_iron,Northern,Port Loko,Sierra Leone
Sierra Leone,women_iron,Southern,Pujehun,Sierra Leone
Sierra Leone,women_iron,Northern,Tonkolili,Sierra Leone
Sierra Leone,women_iron,Western,Western Rural,Sierra Leone
Sierra Leone,women_iron,Western,Western Urban,Sierra Leone
Sierra Leone,women_folate,Southern,Bo,Sierra Leone
Sierra Leone,women_folate,Northern,Bombali,Sierra Leone
Sierra Leone,women_folate,Southern,Bonthe,Sierra Leone
Sierra Leone,women_folate,Eastern,Kailahun,Sierra Leone
Sierra Leone,women_folate,Northern,Kambia,Sierra Leone
Sierra Leone,women_folate,Eastern,Kenema,Sierra Leone
Sierra Leone,women_folate,Northern,Koinadugu,Sierra Leone
Sierra Leone,women_folate,Eastern,Kono,Sierra Leone
Sierra Leone,women_folate,Southern,Moyamba,Sierra Leone
Sierra Leone,women_folate,Northern,Port Loko,Sierra Leone
Sierra Leone,women_folate,Southern,Pujehun,Sierra Leone
Sierra Leone,women_folate,Northern,Tonkolili,Sierra Leone
Sierra Leone,women_folate,Western,Western Rural,Sierra Leone
Sierra Leone,women_folate,Western,Western Urban,Sierra Leone
Sierra Leone,women_b12,Southern,Bo,Sierra Leone
Sierra Leone,women_b12,Northern,Bombali,Sierra Leone
Sierra Leone,women_b12,Southern,Bonthe,Sierra Leone
Sierra Leone,women_b12,Eastern,Kailahun,Sierra Leone
Sierra Leone,women_b12,Northern,Kambia,Sierra Leone
Sierra Leone,women_b12,Eastern,Kenema,Sierra Leone
Sierra Leone,women_b12,Northern,Koinadugu,Sierra Leone
Sierra Leone,women_b12,Eastern,Kono,Sierra Leone
Sierra Leone,women_b12,Southern,Moyamba,Sierra Leone
Sierra Leone,women_b12,Northern,Port Loko,Sierra Leone
Sierra Leone,women_b12,Southern,Pujehun,Sierra Leone
Sierra Leone,women_b12,Northern,Tonkolili,Sierra Leone
Sierra Leone,women_b12,Western,Western Rural,Sierra Leone
Sierra Leone,women_b12,Western,Western Urban,Sierra Leone
Malawi,child_vitA,Blantyre,Blantyre City,Malawi
Malawi,child_vitA,Chitipa,Chitipa Boma,Malawi
Malawi,child_vitA,Karonga,Karonga Town,Malawi
Malawi,child_vitA,Lilongwe,Lilongwe City,Malawi
Malawi,child_vitA,Mwanza,Majete Game Reserve - Mwanza,Malawi
Malawi,child_vitA,Mzimba,Mzimba Boma,Malawi
Malawi,child_vitA,Mzimba,Mzuzu City,Malawi
Malawi,child_vitA,Nkhotakota,Nkhotakota Boma,Malawi
Malawi,child_vitA,Nsanje,Nsanje Boma,Malawi
Malawi,child_vitA,Chitipa,Nyika N.P. - Chitipa,Malawi
Malawi,child_vitA,Rumphi,Rumphi Boma,Malawi
Malawi,child_vitA,Rumphi,SC Chapinduka,Malawi
Malawi,child_vitA,Ntchisi,SC Chilooko,Malawi
Malawi,child_vitA,Mangochi,SC Chowe,Malawi
Malawi,child_vitA,Mchinji,SC Dambe,Malawi
Malawi,child_vitA,Ntcheu,SC Goodson Ganya,Malawi
Malawi,child_vitA,Mulanje,SC Juma,Malawi
Malawi,child_vitA,Rumphi,SC Kachulu,Malawi
Malawi,child_vitA,Salima,SC Kambwiri,Malawi
Malawi,child_vitA,Kasungu,SC Kawamba,Malawi
Malawi,child_vitA,Dowa,SC Kayembe,Malawi
Malawi,child_vitA,Ntcheu,SC Makwangwala,Malawi
Malawi,child_vitA,Nkhata Bay,SC Malanda,Malawi
Malawi,child_vitA,Thyolo,SC Mbawela,Malawi
Malawi,child_vitA,Nsanje,SC Mbenje,Malawi
Malawi,child_vitA,Zomba,SC Mbiza,Malawi
Malawi,child_vitA,Mchinji,SC Mduwa,Malawi
Malawi,child_vitA,Dowa,SC Mkukula,Malawi
Malawi,child_vitA,Dowa,SC Mponela,Malawi
Malawi,child_vitA,Rumphi,SC Mwankhunikira,Malawi
Malawi,child_vitA,Ntchisi,SC Nthondo,Malawi
Malawi,child_vitA,Thyolo,TA Bvumbwe,Malawi
Malawi,child_vitA,Rumphi,TA Chikulamayembe,Malawi
Malawi,child_vitA,Mzimba,TA Chindi,Malawi
Malawi,child_vitA,Lilongwe,TA Chiseka,Malawi
Malawi,child_vitA,Dowa,TA Dzoole,Malawi
Malawi,child_vitA,Nkhata Bay,TA Fukamapiri,Malawi
Malawi,child_vitA,Lilongwe,TA Kabudula,Malawi
Malawi,child_vitA,Nkhata Bay,TA Kabunduli,Malawi
Malawi,child_vitA,Chiradzulu,TA Kadewere,Malawi
Malawi,child_vitA,Balaka,TA Kalembo,Malawi
Malawi,child_vitA,Kasungu,TA Kaluluma,Malawi
Malawi,child_vitA,Ntchisi,TA Kalumo,Malawi
Malawi,child_vitA,Nkhotakota,TA Kanyenda,Malawi
Malawi,child_vitA,Dedza,TA Kaphuka,Malawi
Malawi,child_vitA,Salima,TA Karonga,Malawi
Malawi,child_vitA,Chikwawa,TA Kasisi,Malawi
Malawi,child_vitA,Machinga,TA Kawinga,Malawi
Malawi,child_vitA,Salima,TA Khombedza,Malawi
Malawi,child_vitA,Lilongwe,TA Khongoni,Malawi
Malawi,child_vitA,Karonga,TA Kilupula,Malawi
Malawi,child_vitA,Blantyre,TA Kuntaja,Malawi
Malawi,child_vitA,Karonga,TA Kyungu,Malawi
Malawi,child_vitA,Chikwawa,TA Lundu,Malawi
Malawi,child_vitA,Mzimba,TA M'Mbelwa,Malawi
Malawi,child_vitA,Mulanje,TA Mabuka,Malawi
Malawi,child_vitA,Mzimba,TA Mabulabo,Malawi
Malawi,child_vitA,Salima,TA Maganga,Malawi
Malawi,child_vitA,Zomba,TA Malemia,Malawi
Malawi,child_vitA,Nkhotakota,TA Malenga Chanzi,Malawi
Malawi,child_vitA,Phalombe,TA Mkhumba,Malawi
Malawi,child_vitA,Mchinji,TA Mlonyeni,Malawi
Malawi,child_vitA,Chiradzulu,TA Mpama,Malawi
Malawi,child_vitA,Mangochi,TA Mponda,Malawi
Malawi,child_vitA,Mzimba,TA Mtwalo,Malawi
Malawi,child_vitA,Nkhata Bay,TA Musisya,Malawi
Malawi,child_vitA,Chitipa,TA Mwabulambya,Malawi
Malawi,child_vitA,Nkhotakota,TA Mwadzama,Malawi
Malawi,child_vitA,Kasungu,TA Mwase,Malawi
Malawi,child_vitA,Chitipa,TA Mwenemisuku,Malawi
Malawi,child_vitA,Chitipa,TA Mwenewenya,Malawi
Malawi,child_vitA,Mangochi,TA Nankumba,Malawi
Malawi,child_vitA,Chiradzulu,TA Nchema,Malawi
Malawi,child_vitA,Thyolo,TA Nchilamwela,Malawi
Malawi,child_vitA,Nsanje,TA Ndamera,Malawi
Malawi,child_vitA,Neno,TA Ngozi,Malawi
Malawi,child_vitA,Ntcheu,TA Njolomole,Malawi
Malawi,child_vitA,Balaka,TA Nsamala,Malawi
Malawi,child_vitA,Mwanza,TA Nthache,Malawi
Malawi,child_vitA,Dedza,TA Pemba,Malawi
Malawi,child_vitA,Ntcheu,TA Phambala,Malawi
Malawi,child_vitA,Kasungu,TA Santhe,Malawi
Malawi,child_vitA,Neno,TA Symon,Malawi
Malawi,child_vitA,Dedza,TA Tambala,Malawi
Malawi,child_vitA,Nkhata Bay,TA Timbiri,Malawi
Malawi,child_vitA,Karonga,TA Wasambo,Malawi
Malawi,child_vitA,Mchinji,TA Zulu,Malawi
Malawi,women_vitA,Blantyre,Blantyre City,Malawi
Malawi,women_vitA,Chitipa,Chitipa Boma,Malawi
Malawi,women_vitA,Karonga,Karonga Town,Malawi
Malawi,women_vitA,Lilongwe,Lilongwe City,Malawi
Malawi,women_vitA,Mwanza,Majete Game Reserve - Mwanza,Malawi
Malawi,women_vitA,Mzimba,Mzimba Boma,Malawi
Malawi,women_vitA,Mzimba,Mzuzu City,Malawi
Malawi,women_vitA,Nkhotakota,Nkhotakota Boma,Malawi
Malawi,women_vitA,Nsanje,Nsanje Boma,Malawi
Malawi,women_vitA,Chitipa,Nyika N.P. - Chitipa,Malawi
Malawi,women_vitA,Rumphi,Rumphi Boma,Malawi
Malawi,women_vitA,Rumphi,SC Chapinduka,Malawi
Malawi,women_vitA,Ntchisi,SC Chilooko,Malawi
Malawi,women_vitA,Mangochi,SC Chowe,Malawi
Malawi,women_vitA,Mchinji,SC Dambe,Malawi
Malawi,women_vitA,Ntcheu,SC Goodson Ganya,Malawi
Malawi,women_vitA,Mulanje,SC Juma,Malawi
Malawi,women_vitA,Rumphi,SC Kachulu,Malawi
Malawi,women_vitA,Salima,SC Kambwiri,Malawi
Malawi,women_vitA,Kasungu,SC Kawamba,Malawi
Malawi,women_vitA,Dowa,SC Kayembe,Malawi
Malawi,women_vitA,Ntcheu,SC Makwangwala,Malawi
Malawi,women_vitA,Nkhata Bay,SC Malanda,Malawi
Malawi,women_vitA,Thyolo,SC Mbawela,Malawi
Malawi,women_vitA,Nsanje,SC Mbenje,Malawi
Malawi,women_vitA,Zomba,SC Mbiza,Malawi
Malawi,women_vitA,Mchinji,SC Mduwa,Malawi
Malawi,women_vitA,Dowa,SC Mkukula,Malawi
Malawi,women_vitA,Dowa,SC Mponela,Malawi
Malawi,women_vitA,Rumphi,SC Mwankhunikira,Malawi
Malawi,women_vitA,Ntchisi,SC Nthondo,Malawi
Malawi,women_vitA,Thyolo,TA Bvumbwe,Malawi
Malawi,women_vitA,Rumphi,TA Chikulamayembe,Malawi
Malawi,women_vitA,Mzimba,TA Chindi,Malawi
Malawi,women_vitA,Lilongwe,TA Chiseka,Malawi
Malawi,women_vitA,Dowa,TA Dzoole,Malawi
Malawi,women_vitA,Nkhata Bay,TA Fukamapiri,Malawi
Malawi,women_vitA,Lilongwe,TA Kabudula,Malawi
Malawi,women_vitA,Nkhata Bay,TA Kabunduli,Malawi
Malawi,women_vitA,Chiradzulu,TA Kadewere,Malawi
Malawi,women_vitA,Balaka,TA Kalembo,Malawi
Malawi,women_vitA,Kasungu,TA Kaluluma,Malawi
Malawi,women_vitA,Ntchisi,TA Kalumo,Malawi
Malawi,women_vitA,Nkhotakota,TA Kanyenda,Malawi
Malawi,women_vitA,Dedza,TA Kaphuka,Malawi
Malawi,women_vitA,Salima,TA Karonga,Malawi
Malawi,women_vitA,Chikwawa,TA Kasisi,Malawi
Malawi,women_vitA,Machinga,TA Kawinga,Malawi
Malawi,women_vitA,Salima,TA Khombedza,Malawi
Malawi,women_vitA,Lilongwe,TA Khongoni,Malawi
Malawi,women_vitA,Karonga,TA Kilupula,Malawi
Malawi,women_vitA,Blantyre,TA Kuntaja,Malawi
Malawi,women_vitA,Karonga,TA Kyungu,Malawi
Malawi,women_vitA,Chikwawa,TA Lundu,Malawi
Malawi,women_vitA,Mzimba,TA M'Mbelwa,Malawi
Malawi,women_vitA,Mulanje,TA Mabuka,Malawi
Malawi,women_vitA,Mzimba,TA Mabulabo,Malawi
Malawi,women_vitA,Salima,TA Maganga,Malawi
Malawi,women_vitA,Zomba,TA Malemia,Malawi
Malawi,women_vitA,Nkhotakota,TA Malenga Chanzi,Malawi
Malawi,women_vitA,Phalombe,TA Mkhumba,Malawi
Malawi,women_vitA,Mchinji,TA Mlonyeni,Malawi
Malawi,women_vitA,Chiradzulu,TA Mpama,Malawi
Malawi,women_vitA,Mangochi,TA Mponda,Malawi
Malawi,women_vitA,Mzimba,TA Mtwalo,Malawi
Malawi,women_vitA,Nkhata Bay,TA Musisya,Malawi
Malawi,women_vitA,Chitipa,TA Mwabulambya,Malawi
Malawi,women_vitA,Nkhotakota,TA Mwadzama,Malawi
Malawi,women_vitA,Kasungu,TA Mwase,Malawi
Malawi,women_vitA,Chitipa,TA Mwenemisuku,Malawi
Malawi,women_vitA,Chitipa,TA Mwenewenya,Malawi
Malawi,women_vitA,Mangochi,TA Nankumba,Malawi
Malawi,women_vitA,Chiradzulu,TA Nchema,Malawi
Malawi,women_vitA,Thyolo,TA Nchilamwela,Malawi
Malawi,women_vitA,Nsanje,TA Ndamera,Malawi
Malawi,women_vitA,Neno,TA Ngozi,Malawi
Malawi,women_vitA,Ntcheu,TA Njolomole,Malawi
Malawi,women_vitA,Balaka,TA Nsamala,Malawi
Malawi,women_vitA,Mwanza,TA Nthache,Malawi
Malawi,women_vitA,Dedza,TA Pemba,Malawi
Malawi,women_vitA,Ntcheu,TA Phambala,Malawi
Malawi,women_vitA,Kasungu,TA Santhe,Malawi
Malawi,women_vitA,Neno,TA Symon,Malawi
Malawi,women_vitA,Dedza,TA Tambala,Malawi
Malawi,women_vitA,Nkhata Bay,TA Timbiri,Malawi
Malawi,women_vitA,Karonga,TA Wasambo,Malawi
Malawi,women_vitA,Mchinji,TA Zulu,Malawi
Malawi,child_iron,Blantyre,Blantyre City,Malawi
Malawi,child_iron,Chitipa,Chitipa Boma,Malawi
Malawi,child_iron,Karonga,Karonga Town,Malawi
Malawi,child_iron,Lilongwe,Lilongwe City,Malawi
Malawi,child_iron,Mwanza,Majete Game Reserve - Mwanza,Malawi
Malawi,child_iron,Mzimba,Mzimba Boma,Malawi
Malawi,child_iron,Mzimba,Mzuzu City,Malawi
Malawi,child_iron,Nkhotakota,Nkhotakota Boma,Malawi
Malawi,child_iron,Nsanje,Nsanje Boma,Malawi
Malawi,child_iron,Chitipa,Nyika N.P. - Chitipa,Malawi
Malawi,child_iron,Rumphi,Rumphi Boma,Malawi
Malawi,child_iron,Rumphi,SC Chapinduka,Malawi
Malawi,child_iron,Ntchisi,SC Chilooko,Malawi
Malawi,child_iron,Mangochi,SC Chowe,Malawi
Malawi,child_iron,Mchinji,SC Dambe,Malawi
Malawi,child_iron,Ntcheu,SC Goodson Ganya,Malawi
Malawi,child_iron,Mulanje,SC Juma,Malawi
Malawi,child_iron,Rumphi,SC Kachulu,Malawi
Malawi,child_iron,Salima,SC Kambwiri,Malawi
Malawi,child_iron,Kasungu,SC Kawamba,Malawi
Malawi,child_iron,Dowa,SC Kayembe,Malawi
Malawi,child_iron,Ntcheu,SC Makwangwala,Malawi
Malawi,child_iron,Nkhata Bay,SC Malanda,Malawi
Malawi,child_iron,Thyolo,SC Mbawela,Malawi
Malawi,child_iron,Nsanje,SC Mbenje,Malawi
Malawi,child_iron,Zomba,SC Mbiza,Malawi
Malawi,child_iron,Mchinji,SC Mduwa,Malawi
Malawi,child_iron,Dowa,SC Mkukula,Malawi
Malawi,child_iron,Dowa,SC Mponela,Malawi
Malawi,child_iron,Rumphi,SC Mwankhunikira,Malawi
Malawi,child_iron,Ntchisi,SC Nthondo,Malawi
Malawi,child_iron,Thyolo,TA Bvumbwe,Malawi
Malawi,child_iron,Rumphi,TA Chikulamayembe,Malawi
Malawi,child_iron,Mzimba,TA Chindi,Malawi
Malawi,child_iron,Lilongwe,TA Chiseka,Malawi
Malawi,child_iron,Dowa,TA Dzoole,Malawi
Malawi,child_iron,Nkhata Bay,TA Fukamapiri,Malawi
Malawi,child_iron,Lilongwe,TA Kabudula,Malawi
Malawi,child_iron,Nkhata Bay,TA Kabunduli,Malawi
Malawi,child_iron,Chiradzulu,TA Kadewere,Malawi
Malawi,child_iron,Balaka,TA Kalembo,Malawi
Malawi,child_iron,Kasungu,TA Kaluluma,Malawi
Malawi,child_iron,Ntchisi,TA Kalumo,Malawi
Malawi,child_iron,Nkhotakota,TA Kanyenda,Malawi
Malawi,child_iron,Dedza,TA Kaphuka,Malawi
Malawi,child_iron,Salima,TA Karonga,Malawi
Malawi,child_iron,Chikwawa,TA Kasisi,Malawi
Malawi,child_iron,Machinga,TA Kawinga,Malawi
Malawi,child_iron,Salima,TA Khombedza,Malawi
Malawi,child_iron,Lilongwe,TA Khongoni,Malawi
Malawi,child_iron,Karonga,TA Kilupula,Malawi
Malawi,child_iron,Blantyre,TA Kuntaja,Malawi
Malawi,child_iron,Karonga,TA Kyungu,Malawi
Malawi,child_iron,Chikwawa,TA Lundu,Malawi
Malawi,child_iron,Mzimba,TA M'Mbelwa,Malawi
Malawi,child_iron,Mulanje,TA Mabuka,Malawi
Malawi,child_iron,Mzimba,TA Mabulabo,Malawi
Malawi,child_iron,Salima,TA Maganga,Malawi
Malawi,child_iron,Zomba,TA Malemia,Malawi
Malawi,child_iron,Nkhotakota,TA Malenga Chanzi,Malawi
Malawi,child_iron,Phalombe,TA Mkhumba,Malawi
Malawi,child_iron,Mchinji,TA Mlonyeni,Malawi
Malawi,child_iron,Chiradzulu,TA Mpama,Malawi
Malawi,child_iron,Mangochi,TA Mponda,Malawi
Malawi,child_iron,Mzimba,TA Mtwalo,Malawi
Malawi,child_iron,Nkhata Bay,TA Musisya,Malawi
Malawi,child_iron,Chitipa,TA Mwabulambya,Malawi
Malawi,child_iron,Nkhotakota,TA Mwadzama,Malawi
Malawi,child_iron,Kasungu,TA Mwase,Malawi
Malawi,child_iron,Chitipa,TA Mwenemisuku,Malawi
Malawi,child_iron,Chitipa,TA Mwenewenya,Malawi
Malawi,child_iron,Mangochi,TA Nankumba,Malawi
Malawi,child_iron,Chiradzulu,TA Nchema,Malawi
Malawi,child_iron,Thyolo,TA Nchilamwela,Malawi
Malawi,child_iron,Nsanje,TA Ndamera,Malawi
Malawi,child_iron,Neno,TA Ngozi,Malawi
Malawi,child_iron,Ntcheu,TA Njolomole,Malawi
Malawi,child_iron,Balaka,TA Nsamala,Malawi
Malawi,child_iron,Mwanza,TA Nthache,Malawi
Malawi,child_iron,Dedza,TA Pemba,Malawi
Malawi,child_iron,Ntcheu,TA Phambala,Malawi
Malawi,child_iron,Kasungu,TA Santhe,Malawi
Malawi,child_iron,Neno,TA Symon,Malawi
Malawi,child_iron,Dedza,TA Tambala,Malawi
Malawi,child_iron,Nkhata Bay,TA Timbiri,Malawi
Malawi,child_iron,Karonga,TA Wasambo,Malawi
Malawi,child_iron,Mchinji,TA Zulu,Malawi
Malawi,women_iron,Blantyre,Blantyre City,Malawi
Malawi,women_iron,Chitipa,Chitipa Boma,Malawi
Malawi,women_iron,Karonga,Karonga Town,Malawi
Malawi,women_iron,Lilongwe,Lilongwe City,Malawi
Malawi,women_iron,Mwanza,Majete Game Reserve - Mwanza,Malawi
Malawi,women_iron,Mzimba,Mzimba Boma,Malawi
Malawi,women_iron,Mzimba,Mzuzu City,Malawi
Malawi,women_iron,Nkhotakota,Nkhotakota Boma,Malawi
Malawi,women_iron,Nsanje,Nsanje Boma,Malawi
Malawi,women_iron,Chitipa,Nyika N.P. - Chitipa,Malawi
Malawi,women_iron,Rumphi,Rumphi Boma,Malawi
Malawi,women_iron,Rumphi,SC Chapinduka,Malawi
Malawi,women_iron,Ntchisi,SC Chilooko,Malawi
Malawi,women_iron,Mangochi,SC Chowe,Malawi
Malawi,women_iron,Mchinji,SC Dambe,Malawi
Malawi,women_iron,Ntcheu,SC Goodson Ganya,Malawi
Malawi,women_iron,Mulanje,SC Juma,Malawi
Malawi,women_iron,Rumphi,SC Kachulu,Malawi
Malawi,women_iron,Salima,SC Kambwiri,Malawi
Malawi,women_iron,Kasungu,SC Kawamba,Malawi
Malawi,women_iron,Dowa,SC Kayembe,Malawi
Malawi,women_iron,Ntcheu,SC Makwangwala,Malawi
Malawi,women_iron,Nkhata Bay,SC Malanda,Malawi
Malawi,women_iron,Thyolo,SC Mbawela,Malawi
Malawi,women_iron,Nsanje,SC Mbenje,Malawi
Malawi,women_iron,Zomba,SC Mbiza,Malawi
Malawi,women_iron,Mchinji,SC Mduwa,Malawi
Malawi,women_iron,Dowa,SC Mkukula,Malawi
Malawi,women_iron,Dowa,SC Mponela,Malawi
Malawi,women_iron,Rumphi,SC Mwankhunikira,Malawi
Malawi,women_iron,Ntchisi,SC Nthondo,Malawi
Malawi,women_iron,Thyolo,TA Bvumbwe,Malawi
Malawi,women_iron,Rumphi,TA Chikulamayembe,Malawi
Malawi,women_iron,Mzimba,TA Chindi,Malawi
Malawi,women_iron,Lilongwe,TA Chiseka,Malawi
Malawi,women_iron,Dowa,TA Dzoole,Malawi
Malawi,women_iron,Nkhata Bay,TA Fukamapiri,Malawi
Malawi,women_iron,Lilongwe,TA Kabudula,Malawi
Malawi,women_iron,Nkhata Bay,TA Kabunduli,Malawi
Malawi,women_iron,Chiradzulu,TA Kadewere,Malawi
Malawi,women_iron,Balaka,TA Kalembo,Malawi
Malawi,women_iron,Kasungu,TA Kaluluma,Malawi
Malawi,women_iron,Ntchisi,TA Kalumo,Malawi
Malawi,women_iron,Nkhotakota,TA Kanyenda,Malawi
Malawi,women_iron,Dedza,TA Kaphuka,Malawi
Malawi,women_iron,Salima,TA Karonga,Malawi
