"country","programme","dhs_survey","dhs_cluster","source"
"Malawi","DHS","MW2015DHS (MWIR7ADT/MWKR7ADT/MWPR7ADT/MWHR7ADT/MWBR7ADT; GPS MWGE7AFL)",566,"unique(gw_cnum) of data/IPD/Malawi/Malawi_merged_dataset.rds; MNS 2015-16 sampled 105 of the 850 MDHS 2015-16 clusters (WSC4: 3,097 of 3,099 rows link to a DHS person)"
"Malawi","DHS","MW2015DHS (MWIR7ADT/MWKR7ADT/MWPR7ADT/MWHR7ADT/MWBR7ADT; GPS MWGE7AFL)",571,"unique(gw_cnum) of data/IPD/Malawi/Malawi_merged_dataset.rds; MNS 2015-16 sampled 105 of the 850 MDHS 2015-16 clusters (WSC4: 3,097 of 3,099 rows link to a DHS person)"
"Malawi","DHS","MW2015DHS (MWIR7ADT/MWKR7ADT/MWPR7ADT/MWHR7ADT/MWBR7ADT; GPS MWGE7AFL)",593,"unique(gw_cnum) of data/IPD/Malawi/Malawi_merged_dataset.rds; MNS 2015-16 sampled 105 of the 850 MDHS 2015-16 clusters (WSC4: 3,097 of 3,099 rows link to a DHS person)"
"Malawi","DHS","MW2015DHS (MWIR7ADT/MWKR7ADT/MWPR7ADT/MWHR7ADT/MWBR7ADT; GPS MWGE7AFL)",601,"unique(gw_cnum) of data/IPD/Malawi/Malawi_merged_dataset.rds; MNS 2015-16 sampled 105 of the 850 MDHS 2015-16 clusters (WSC4: 3,097 of 3,099 rows link to a DHS person)"
"Malawi","DHS","MW2015DHS (MWIR7ADT/MWKR7ADT/MWPR7ADT/MWHR7ADT/MWBR7ADT; GPS MWGE7AFL)",607,"unique(gw_cnum) of data/IPD/Malawi/Malawi_merged_dataset.rds; MNS 2015-16 sampled 105 of the 850 MDHS 2015-16 clusters (WSC4: 3,097 of 3,099 rows link to a DHS person)"
"Malawi","DHS","MW2015DHS (MWIR7ADT/MWKR7ADT/MWPR7ADT/MWHR7ADT/MWBR7ADT; GPS MWGE7AFL)",641,"unique(gw_cnum) of data/IPD/Malawi/Malawi_merged_dataset.rds; MNS 2015-16 sampled 105 of the 850 MDHS 2015-16 clusters (WSC4: 3,097 of 3,099 rows link to a DHS person)"
"Malawi","DHS","MW2015DHS (MWIR7ADT/MWKR7ADT/MWPR7ADT/MWHR7ADT/MWBR7ADT; GPS MWGE7AFL)",665,"unique(gw_cnum) of data/IPD/Malawi/Malawi_merged_dataset.rds; MNS 2015-16 sampled 105 of the 850 MDHS 2015-16 clusters (WSC4: 3,097 of 3,099 rows link to a DHS person)"
"Malawi","DHS","MW2015DHS (MWIR7ADT/MWKR7ADT/MWPR7ADT/MWHR7ADT/MWBR7ADT; GPS MWGE7AFL)",670,"unique(gw_cnum) of data/IPD/Malawi/Malawi_merged_dataset.rds; MNS 2015-16 sampled 105 of the 850 MDHS 2015-16 clusters (WSC4: 3,097 of 3,099 rows link to a DHS person)"
"Malawi","DHS","MW2015DHS (MWIR7ADT/MWKR7ADT/MWPR7ADT/MWHR7ADT/MWBR7ADT; GPS MWGE7AFL)",676,"unique(gw_cnum) of data/IPD/Malawi/Malawi_merged_dataset.rds; MNS 2015-16 sampled 105 of the 850 MDHS 2015-16 clusters (WSC4: 3,097 of 3,099 rows link to a DHS person)"
"Malawi","DHS","MW2015DHS (MWIR7ADT/MWKR7ADT/MWPR7ADT/MWHR7ADT/MWBR7ADT; GPS MWGE7AFL)",704,"unique(gw_cnum) of data/IPD/Malawi/Malawi_merged_dataset.rds; MNS 2015-16 sampled 105 of the 850 MDHS 2015-16 clusters (WSC4: 3,097 of 3,099 rows link to a DHS person)"
"Malawi","DHS","MW2015DHS (MWIR7ADT/MWKR7ADT/MWPR7ADT/MWHR7ADT/MWBR7ADT; GPS MWGE7AFL)",720,"unique(gw_cnum) of data/IPD/Malawi/Malawi_merged_dataset.rds; MNS 2015-16 sampled 105 of the 850 MDHS 2015-16 clusters (WSC4: 3,097 of 3,099 rows link to a DHS person)"
"Malawi","DHS","MW2015DHS (MWIR7ADT/MWKR7ADT/MWPR7ADT/MWHR7ADT/MWBR7ADT; GPS MWGE7AFL)",736,"unique(gw_cnum) of data/IPD/Malawi/Malawi_merged_dataset.rds; MNS 2015-16 sampled 105 of the 850 MDHS 2015-16 clusters (WSC4: 3,097 of 3,099 rows link to a DHS person)"
"Malawi","DHS","MW2015DHS (MWIR7ADT/MWKR7ADT/MWPR7ADT/MWHR7ADT/MWBR7ADT; GPS MWGE7AFL)",743,"unique(gw_cnum) of data/IPD/Malawi/Malawi_merged_dataset.rds; MNS 2015-16 sampled 105 of the 850 MDHS 2015-16 clusters (WSC4: 3,097 of 3,099 rows link to a DHS person)"
"Malawi","DHS","MW2015DHS (MWIR7ADT/MWKR7ADT/MWPR7ADT/MWHR7ADT/MWBR7ADT; GPS MWGE7AFL)",772,"unique(gw_cnum) of data/IPD/Malawi/Malawi_merged_dataset.rds; MNS 2015-16 sampled 105 of the 850 MDHS 2015-16 clusters (WSC4: 3,097 of 3,099 rows link to a DHS person)"
"Malawi","DHS","MW2015DHS (MWIR7ADT/MWKR7ADT/MWPR7ADT/MWHR7ADT/MWBR7ADT; GPS MWGE7AFL)",777,"unique(gw_cnum) of data/IPD/Malawi/Malawi_merged_dataset.rds; MNS 2015-16 sampled 105 of the 850 MDHS 2015-16 clusters (WSC4: 3,097 of 3,099 rows link to a DHS person)"
"Malawi","DHS","MW2015DHS (MWIR7ADT/MWKR7ADT/MWPR7ADT/MWHR7ADT/MWBR7ADT; GPS MWGE7AFL)",780,"unique(gw_cnum) of data/IPD/Malawi/Malawi_merged_dataset.rds; MNS 2015-16 sampled 105 of the 850 MDHS 2015-16 clusters (WSC4: 3,097 of 3,099 rows link to a DHS person)"
"Malawi","DHS","MW2015DHS (MWIR7ADT/MWKR7ADT/MWPR7ADT/MWHR7ADT/MWBR7ADT; GPS MWGE7AFL)",782,"unique(gw_cnum) of data/IPD/Malawi/Malawi_merged_dataset.rds; MNS 2015-16 sampled 105 of the 850 MDHS 2015-16 clusters (WSC4: 3,097 of 3,099 rows link to a DHS person)"
"Malawi","DHS","MW2015DHS (MWIR7ADT/MWKR7ADT/MWPR7ADT/MWHR7ADT/MWBR7ADT; GPS MWGE7AFL)",813,"unique(gw_cnum) of data/IPD/Malawi/Malawi_merged_dataset.rds; MNS 2015-16 sampled 105 of the 850 MDHS 2015-16 clusters (WSC4: 3,097 of 3,099 rows link to a DHS person)"
"Malawi","DHS","MW2015DHS (MWIR7ADT/MWKR7ADT/MWPR7ADT/MWHR7ADT/MWBR7ADT; GPS MWGE7AFL)",817,"unique(gw_cnum) of data/IPD/Malawi/Malawi_merged_dataset.rds; MNS 2015-16 sampled 105 of the 850 MDHS 2015-16 clusters (WSC4: 3,097 of 3,099 rows link to a DHS person)"
"Malawi","DHS","MW2015DHS (MWIR7ADT/MWKR7ADT/MWPR7ADT/MWHR7ADT/MWBR7ADT; GPS MWGE7AFL)",822,"unique(gw_cnum) of data/IPD/Malawi/Malawi_merged_dataset.rds; MNS 2015-16 sampled 105 of the 850 MDHS 2015-16 clusters (WSC4: 3,097 of 3,099 rows link to a DHS person)"
"Malawi","DHS","MW2015DHS (MWIR7ADT/MWKR7ADT/MWPR7ADT/MWHR7ADT/MWBR7ADT; GPS MWGE7AFL)",825,"unique(gw_cnum) of data/IPD/Malawi/Malawi_merged_dataset.rds; MNS 2015-16 sampled 105 of the 850 MDHS 2015-16 clusters (WSC4: 3,097 of 3,099 rows link to a DHS person)"
"Malawi","DHS","MW2015DHS (MWIR7ADT/MWKR7ADT/MWPR7ADT/MWHR7ADT/MWBR7ADT; GPS MWGE7AFL)",827,"unique(gw_cnum) of data/IPD/Malawi/Malawi_merged_dataset.rds; MNS 2015-16 sampled 105 of the 850 MDHS 2015-16 clusters (WSC4: 3,097 of 3,099 rows link to a DHS person)"
"Malawi","DHS","MW2015DHS (MWIR7ADT/MWKR7ADT/MWPR7ADT/MWHR7ADT/MWBR7ADT; GPS MWGE7AFL)",829,"unique(gw_cnum) of data/IPD/Malawi/Malawi_merged_dataset.rds; MNS 2015-16 sampled 105 of the 850 MDHS 2015-16 clusters (WSC4: 3,097 of 3,099 rows link to a DHS person)"
"Malawi","DHS","MW2015DHS (MWIR7ADT/MWKR7ADT/MWPR7ADT/MWHR7ADT/MWBR7ADT; GPS MWGE7AFL)",830,"unique(gw_cnum) of data/IPD/Malawi/Malawi_merged_dataset.rds; MNS 2015-16 sampled 105 of the 850 MDHS 2015-16 clusters (WSC4: 3,097 of 3,099 rows link to a DHS person)"
"Malawi","DHS","MW2015DHS (MWIR7ADT/MWKR7ADT/MWPR7ADT/MWHR7ADT/MWBR7ADT; GPS MWGE7AFL)",832,"unique(gw_cnum) of data/IPD/Malawi/Malawi_merged_dataset.rds; MNS 2015-16 sampled 105 of the 850 MDHS 2015-16 clusters (WSC4: 3,097 of 3,099 rows link to a DHS person)"
"Malawi","DHS","MW2015DHS (MWIR7ADT/MWKR7ADT/MWPR7ADT/MWHR7ADT/MWBR7ADT; GPS MWGE7AFL)",836,"unique(gw_cnum) of data/IPD/Malawi/Malawi_merged_dataset.rds; MNS 2015-16 sampled 105 of the 850 MDHS 2015-16 clusters (WSC4: 3,097 of 3,099 rows link to a DHS person)"
"Malawi","DHS","MW2015DHS (MWIR7ADT/MWKR7ADT/MWPR7ADT/MWHR7ADT/MWBR7ADT; GPS MWGE7AFL)",842,"unique(gw_cnum) of data/IPD/Malawi/Malawi_merged_dataset.rds; MNS 2015-16 sampled 105 of the 850 MDHS 2015-16 clusters (WSC4: 3,097 of 3,099 rows link to a DHS person)"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",2,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",6,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",9,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",13,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",16,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",20,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",23,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",26,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",30,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",33,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",37,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",40,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",44,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",46,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",52,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",58,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",64,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",70,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",76,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",82,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",88,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",94,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",100,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",113,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",122,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",132,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",141,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",150,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",160,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",162,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",164,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",169,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",174,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",184,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",190,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",196,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",202,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",208,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",213,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",217,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",221,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",226,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",233,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",240,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",246,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",253,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",257,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",259,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",261,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",268,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",275,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",282,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",289,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",296,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",303,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",307,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",310,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",316,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",322,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",328,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",334,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
"Gambia","MICS","GMB 2018 MICS6 (hh/ch/wm.sav HH1; GPS GambiaMICS2018GPS)",340,"unique(gw_MICS_Cluster_Number) of data/IPD/Gambia/Gambia_merged_dataset.rds; GMNS 2018 was fielded in 70 of the 390 MICS6 2018 clusters and carries the MICS household number"
