"Admin2","country","outcome","support_distance","out_of_support","surveyed","n_svy","small_sample","pi_width","wide_interval","trust"
"Assin Central","Ghana","women_vitA",0.457,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Obuasi East","Ghana","women_vitA",0.396,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Offinso","Ghana","women_vitA",0.285,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Offinso North","Ghana","women_vitA",0.303,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Asunafo South","Ghana","women_vitA",0.344,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Asutifi North","Ghana","women_vitA",0.298,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Asutifi South","Ghana","women_vitA",0.28,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Sekyere Central","Ghana","women_vitA",0.323,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Sekyere East","Ghana","women_vitA",0.298,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Gomoa East","Ghana","women_vitA",0.425,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Nanton","Ghana","women_vitA",0.566,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Suame","Ghana","women_vitA",0.844,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Banda","Ghana","women_vitA",0.727,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Berekum East","Ghana","women_vitA",0.547,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Berekum West","Ghana","women_vitA",0.308,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Dormaa","Ghana","women_vitA",0.278,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Dormaa East","Ghana","women_vitA",0.316,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Abuakwa North","Ghana","women_vitA",0.435,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Jaman North","Ghana","women_vitA",0.531,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Jaman South","Ghana","women_vitA",0.598,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Sunyani","Ghana","women_vitA",0.282,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Akwapem South","Ghana","women_vitA",0.413,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Tain","Ghana","women_vitA",1.029,FALSE,FALSE,NA,FALSE,NA,FALSE,"Use with caution"
"Kadjebi","Ghana","women_vitA",0.253,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Asuogyaman","Ghana","women_vitA",0.758,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Krachi Nchumuru","Ghana","women_vitA",0.284,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Kintampo South","Ghana","women_vitA",0.396,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ayensuano","Ghana","women_vitA",0.437,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Nkoranza South","Ghana","women_vitA",0.361,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Birim North","Ghana","women_vitA",0.349,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Birim South","Ghana","women_vitA",0.466,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Sene East","Ghana","women_vitA",0.254,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Fanteakwa North","Ghana","women_vitA",0.199,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Fanteakwa South","Ghana","women_vitA",0.412,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Techiman North","Ghana","women_vitA",0.328,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Abura-Asebu-Kwamankese","Ghana","women_vitA",0.642,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Kwahu Afram Plains South","Ghana","women_vitA",0.326,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Kwahu East","Ghana","women_vitA",0.285,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Kwahu South","Ghana","women_vitA",0.353,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Kwahu West","Ghana","women_vitA",0.278,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Lower Manya-Krobo","Ghana","women_vitA",0.414,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Assin North","Ghana","women_vitA",0.521,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Assin South","Ghana","women_vitA",0.603,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Awutu Senya East","Ghana","women_vitA",0.459,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Oforikrom","Ghana","women_vitA",0.32,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Old Tafo","Ghana","women_vitA",0.854,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Sekyere Afram Plains North","Ghana","women_vitA",0.381,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ekumfi","Ghana","women_vitA",1.652,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"Gomoa Central","Ghana","women_vitA",0.448,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Yilo-Krobo","Ghana","women_vitA",0.418,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Tempane","Ghana","women_vitA",0.646,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Komenda-Edina-Eguafo-Abirem-","Ghana","women_vitA",0.701,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ablekuma West","Ghana","women_vitA",1.888,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"Accra","Ghana","women_vitA",1.877,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"Ada East","Ghana","women_vitA",0.43,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Upper Denkyira East","Ghana","women_vitA",0.517,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Upper Denkyira West","Ghana","women_vitA",10.265,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"Bibiani-Anhwiaso-Bekwai-","Ghana","women_vitA",1.3,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"Ayawaso Central","Ghana","women_vitA",3.136,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"Achiase","Ghana","women_vitA",0.48,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ayawaso North","Ghana","women_vitA",2.039,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"Biakoye","Ghana","women_vitA",0.946,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Akyemansa","Ghana","women_vitA",0.436,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Tema","Ghana","women_vitA",1.523,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"Ga North","Ghana","women_vitA",0.435,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Akatsi North","Ghana","women_vitA",0.448,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Atiwa West","Ghana","women_vitA",0.478,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Korle-Klottey","Ghana","women_vitA",3.136,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"Birim Central","Ghana","women_vitA",0.45,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Krowor","Ghana","women_vitA",1.995,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"Ho West","Ghana","women_vitA",0.643,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"La-Nkwantanang-Madina","Ghana","women_vitA",0.426,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ledzokuku","Ghana","women_vitA",1.904,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"Ningo-Prampram","Ghana","women_vitA",0.584,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Kwaebibirem","Ghana","women_vitA",0.454,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Shai Osudoku","Ghana","women_vitA",0.496,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Mion","Ghana","women_vitA",0.517,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"North Tongu","Ghana","women_vitA",0.46,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"South Dayi","Ghana","women_vitA",1.06,FALSE,FALSE,NA,FALSE,NA,FALSE,"Use with caution"
"Bunkpurugu Nakpanduri","Ghana","women_vitA",0.603,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Bolgatanga","Ghana","women_vitA",0.611,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"New Juaben North","Ghana","women_vitA",0.442,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"New Juaben South","Ghana","women_vitA",0.442,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Nsawam Adoagyiri","Ghana","women_vitA",0.423,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Okere","Ghana","women_vitA",0.418,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Cape Coast","Ghana","women_vitA",0.625,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Effutu","Ghana","women_vitA",0.432,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Upper West Akim","Ghana","women_vitA",0.42,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"West Akim","Ghana","women_vitA",0.455,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ga Central","Ghana","women_vitA",0.434,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Wassa Amenfi Central","Ghana","women_vitA",1.669,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"Nanumba North","Ghana","women_vitA",0.48,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Wassa Amenfi West","Ghana","women_vitA",0.395,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Saboba","Ghana","women_vitA",0.559,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Lawra","Ghana","women_vitA",0.672,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ada West","Ghana","women_vitA",0.43,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Mamprugu Moagduri","Ghana","women_vitA",0.61,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Nandom","Ghana","women_vitA",0.659,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Sissala West","Ghana","women_vitA",0.656,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ayawaso East","Ghana","women_vitA",3.136,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"Zabzugu","Ghana","women_vitA",0.479,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Wa West","Ghana","women_vitA",0.626,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"West Gonja","Ghana","women_vitA",0.544,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Bawku","Ghana","women_vitA",0.607,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Krachi East","Ghana","women_vitA",0.601,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Daffiama-Bussie-Issa","Ghana","women_vitA",0.638,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ga West","Ghana","women_vitA",0.471,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Nkwanta North","Ghana","women_vitA",0.398,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Kpone-Katamanso","Ghana","women_vitA",0.552,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Nadowli-Kaleo","Ghana","women_vitA",0.643,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Builsa North","Ghana","women_vitA",0.616,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"East Gonja","Ghana","women_vitA",0.449,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Keta Municipal","Ghana","women_vitA",0.936,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"North Gonja","Ghana","women_vitA",0.573,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Okaikwei North","Ghana","women_vitA",1.196,FALSE,FALSE,NA,FALSE,NA,FALSE,"Use with caution"
"Kumbungu","Ghana","women_vitA",0.587,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Tarkwa Nsuaem","Ghana","women_vitA",0.461,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"North Dayi","Ghana","women_vitA",1.228,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"Agotime Ziope","Ghana","women_vitA",0.66,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Bolga East","Ghana","women_vitA",0.626,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ahanta West","Ghana","women_vitA",0.43,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"East Mamprusi","Ghana","women_vitA",0.618,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Central Tongu","Ghana","women_vitA",0.457,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Adenta","Ghana","women_vitA",0.419,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Garu","Ghana","women_vitA",0.622,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Suhum","Ghana","women_vitA",0.54,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Upper Manya","Ghana","women_vitA",0.385,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Nabdam","Ghana","women_vitA",0.636,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Sefwi-Wiawso","Ghana","women_vitA",0.495,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Jasikan","Ghana","women_vitA",0.926,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Adaklu","Ghana","women_vitA",0.508,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Suaman","Ghana","women_vitA",0.314,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Wassa Amenfi East","Ghana","women_vitA",1.887,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"Wassa East","Ghana","women_vitA",0.499,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Aowin","Ghana","women_vitA",0.367,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Bongo","Ghana","women_vitA",0.633,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ketu North","Ghana","women_vitA",0.457,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ketu South","Ghana","women_vitA",0.493,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Bodi","Ghana","women_vitA",0.294,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Yendi","Ghana","women_vitA",0.514,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Kasena Nankana West","Ghana","women_vitA",0.619,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Kpando","Ghana","women_vitA",1.029,FALSE,FALSE,NA,FALSE,NA,FALSE,"Use with caution"
"Shama","Ghana","women_vitA",0.403,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Krachi West","Ghana","women_vitA",0.543,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Anloga","Ghana","women_vitA",0.411,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Juaboso","Ghana","women_vitA",0.343,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Hohoe","Ghana","women_vitA",0.926,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Pusiga","Ghana","women_vitA",0.661,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Nzema East","Ghana","women_vitA",0.494,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Karaga","Ghana","women_vitA",0.598,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Bia East","Ghana","women_vitA",0.289,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Bia West","Ghana","women_vitA",0.311,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Sekondi Takoradi","Ghana","women_vitA",0.386,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Asunafo North","Ghana","child_iron",0.311,FALSE,TRUE,19,FALSE,0.381605707781516,FALSE,"OK to use"
"Tano North","Ghana","child_iron",0.282,FALSE,TRUE,43,FALSE,0.459436503883496,FALSE,"OK to use"
"Adansi Asokwa","Ghana","child_iron",0.456,FALSE,TRUE,16,FALSE,0.32912077252567,FALSE,"OK to use"
"Asante-Akim South","Ghana","child_iron",0.226,FALSE,TRUE,26,FALSE,0.3737559760831,FALSE,"OK to use"
"Asokore-Mampong","Ghana","child_iron",0.385,FALSE,TRUE,18,FALSE,0.457523770600903,FALSE,"OK to use"
"Asokwa","Ghana","child_iron",0.309,FALSE,TRUE,15,FALSE,0.400416924759224,FALSE,"OK to use"
"Atwima-Mponua","Ghana","child_iron",0.317,FALSE,TRUE,32,FALSE,0.345085450049886,FALSE,"OK to use"
"Atwima-Nwabiagya South","Ghana","child_iron",0.289,FALSE,TRUE,11,TRUE,0.43218498279504,FALSE,"Use with caution"
"Bekwai","Ghana","child_iron",0.216,FALSE,TRUE,8,TRUE,0.414675688891077,FALSE,"Use with caution"
"Kumasi","Ghana","child_iron",1.612,TRUE,TRUE,24,FALSE,0.410757962184987,FALSE,"Do not rely"
"Kwadaso","Ghana","child_iron",0.721,FALSE,TRUE,11,TRUE,0.427077051606549,FALSE,"Use with caution"
"Obuasi","Ghana","child_iron",0.406,FALSE,TRUE,17,FALSE,0.395192819702885,FALSE,"OK to use"
"Sekyere Kumawu","Ghana","child_iron",0.295,FALSE,TRUE,12,TRUE,0.423792204970311,FALSE,"Use with caution"
"Sekyere South","Ghana","child_iron",0.285,FALSE,TRUE,14,TRUE,0.430430865771767,FALSE,"Use with caution"
"Dormaa West","Ghana","child_iron",0.277,FALSE,TRUE,16,FALSE,0.390263376482099,FALSE,"OK to use"
"Sunyani West","Ghana","child_iron",0.429,FALSE,TRUE,6,TRUE,0.455997961123663,FALSE,"Use with caution"
"Wenchi","Ghana","child_iron",0.379,FALSE,TRUE,11,TRUE,0.476015639790516,FALSE,"Use with caution"
"Kintampo North","Ghana","child_iron",0.473,FALSE,TRUE,19,FALSE,0.49587705471437,FALSE,"OK to use"
"Sene West","Ghana","child_iron",0.322,FALSE,TRUE,14,TRUE,0.48895206383939,FALSE,"Use with caution"
"Techiman","Ghana","child_iron",0.313,FALSE,TRUE,13,TRUE,0.432445641592052,FALSE,"Use with caution"
"Agona West","Ghana","child_iron",1.026,FALSE,TRUE,21,FALSE,0.400073940984285,FALSE,"Use with caution"
"Asikuma-Odoben-Brakwa","Ghana","child_iron",0.506,FALSE,TRUE,19,FALSE,0.369695213702793,FALSE,"OK to use"
"Awutu Senya West","Ghana","child_iron",0.436,FALSE,TRUE,12,TRUE,0.421218875036336,FALSE,"Use with caution"
"Mfantseman","Ghana","child_iron",1.493,TRUE,TRUE,6,TRUE,0.369459408904402,FALSE,"Do not rely"
"Twifo-Atti-Morkwa","Ghana","child_iron",0.493,FALSE,TRUE,8,TRUE,0.354298051703816,FALSE,"Use with caution"
"Twifo-Hemang-Lower Denkyira","Ghana","child_iron",0.511,FALSE,TRUE,6,TRUE,0.279282882271756,FALSE,"Use with caution"
"Abuakwa South","Ghana","child_iron",0.479,FALSE,TRUE,18,FALSE,0.527073508636677,FALSE,"OK to use"
"Akwapem North","Ghana","child_iron",0.413,FALSE,TRUE,23,FALSE,0.453900589127513,FALSE,"OK to use"
"Atiwa East","Ghana","child_iron",0.422,FALSE,TRUE,10,TRUE,0.4,FALSE,"Use with caution"
"Denkyembour","Ghana","child_iron",0.438,FALSE,TRUE,14,TRUE,0.370111741068145,FALSE,"Use with caution"
"Kwahu Afram Plains North","Ghana","child_iron",0.896,FALSE,TRUE,45,FALSE,0.527073508636677,FALSE,"OK to use"
"Ablekuma Central","Ghana","child_iron",3.136,TRUE,TRUE,6,TRUE,0.391431613146772,FALSE,"Do not rely"
"Ablekuma North","Ghana","child_iron",2.039,TRUE,TRUE,10,TRUE,0.427869163560186,FALSE,"Do not rely"
"Ashaiman","Ghana","child_iron",1.093,FALSE,TRUE,5,TRUE,0.454095869311852,FALSE,"Use with caution"
"Ayawaso West","Ghana","child_iron",0.849,FALSE,TRUE,2,TRUE,0.422684322341456,FALSE,"Use with caution"
"Ga East","Ghana","child_iron",0.435,FALSE,TRUE,6,TRUE,0.424635544629977,FALSE,"Use with caution"
"La-Dade-Kotopon","Ghana","child_iron",1.045,FALSE,TRUE,13,TRUE,0.445153877595828,FALSE,"Use with caution"
"Tema West","Ghana","child_iron",0.837,FALSE,TRUE,10,TRUE,0.391848543184737,FALSE,"Use with caution"
"Weija Gbawe","Ghana","child_iron",0.417,FALSE,TRUE,47,FALSE,0.426645824592966,FALSE,"OK to use"
"Chereponi","Ghana","child_iron",0.595,FALSE,TRUE,12,TRUE,0.527073508636677,FALSE,"Use with caution"
"West Mamprusi","Ghana","child_iron",0.613,FALSE,TRUE,23,FALSE,0.527073508636677,FALSE,"OK to use"
"Yunyoo-Nasuan","Ghana","child_iron",0.608,FALSE,TRUE,10,TRUE,0.527073508636677,FALSE,"Use with caution"
"Gushegu","Ghana","child_iron",0.576,FALSE,TRUE,10,TRUE,0.527073508636677,FALSE,"Use with caution"
"Kpandai","Ghana","child_iron",0.363,FALSE,TRUE,3,TRUE,0.527073508636677,FALSE,"Use with caution"
"Nanumba South","Ghana","child_iron",0.464,FALSE,TRUE,11,TRUE,0.527073508636677,FALSE,"Use with caution"
"Sagnerigu","Ghana","child_iron",0.55,FALSE,TRUE,20,FALSE,0.527073508636677,FALSE,"OK to use"
"Savelugu","Ghana","child_iron",0.592,FALSE,TRUE,17,FALSE,0.527073508636677,FALSE,"OK to use"
"Tamale","Ghana","child_iron",0.501,FALSE,TRUE,25,FALSE,0.527073508636677,FALSE,"OK to use"
"Tatale Sanguli","Ghana","child_iron",0.476,FALSE,TRUE,25,FALSE,0.527073508636677,FALSE,"OK to use"
"Tolon","Ghana","child_iron",0.586,FALSE,TRUE,32,FALSE,0.527073508636677,FALSE,"OK to use"
"Nkwanta South","Ghana","child_iron",0.307,FALSE,TRUE,14,TRUE,0.467527244769055,FALSE,"Use with caution"
"Bole","Ghana","child_iron",0.521,FALSE,TRUE,4,TRUE,0.457504381842056,FALSE,"Use with caution"
"Central Gonja","Ghana","child_iron",0.507,FALSE,TRUE,30,FALSE,0.496537027367173,FALSE,"OK to use"
"North East Gonja","Ghana","child_iron",0.363,FALSE,TRUE,11,TRUE,0.522928201167568,FALSE,"Use with caution"
"Sawla-Tuna-Kalba","Ghana","child_iron",0.58,FALSE,TRUE,18,FALSE,0.527073508636677,FALSE,"OK to use"
"Bawku West","Ghana","child_iron",0.635,FALSE,TRUE,9,TRUE,0.527073508636677,FALSE,"Use with caution"
"Binduri","Ghana","child_iron",0.65,FALSE,TRUE,30,FALSE,0.527073508636677,FALSE,"OK to use"
"Builsa South","Ghana","child_iron",0.625,FALSE,TRUE,7,TRUE,0.527073508636677,FALSE,"Use with caution"
"Kasena Nankana East","Ghana","child_iron",0.621,FALSE,TRUE,22,FALSE,0.527073508636677,FALSE,"OK to use"
"Talensi","Ghana","child_iron",0.618,FALSE,TRUE,13,TRUE,0.527073508636677,FALSE,"Use with caution"
"Jirapa","Ghana","child_iron",0.654,FALSE,TRUE,9,TRUE,0.527073508636677,FALSE,"Use with caution"
"Lambussie-Karni","Ghana","child_iron",0.661,FALSE,TRUE,14,TRUE,0.527073508636677,FALSE,"Use with caution"
"Sissala East","Ghana","child_iron",0.635,FALSE,TRUE,17,FALSE,0.527073508636677,FALSE,"OK to use"
"Wa East","Ghana","child_iron",0.61,FALSE,TRUE,14,TRUE,0.405282566323502,FALSE,"Use with caution"
"Wa Municipal","Ghana","child_iron",0.604,FALSE,TRUE,16,FALSE,0.527073508636677,FALSE,"OK to use"
"Afadzato South","Ghana","child_iron",0.927,FALSE,TRUE,23,FALSE,0.527073508636677,FALSE,"OK to use"
"Akatsi South","Ghana","child_iron",0.458,FALSE,TRUE,8,TRUE,0.454908167628987,FALSE,"Use with caution"
"Ho Municipal","Ghana","child_iron",0.929,FALSE,TRUE,1,TRUE,0.383972966021001,FALSE,"Use with caution"
"South Tongu","Ghana","child_iron",0.499,FALSE,TRUE,8,TRUE,0.484412783109347,FALSE,"Use with caution"
"Effia Kwesimintsim","Ghana","child_iron",0.389,FALSE,TRUE,7,TRUE,0.353098299458278,FALSE,"Use with caution"
"Ellembelle","Ghana","child_iron",0.504,FALSE,TRUE,18,FALSE,0.314881004434785,FALSE,"OK to use"
"Jomoro","Ghana","child_iron",0.463,FALSE,TRUE,8,TRUE,0.324811410315539,FALSE,"Use with caution"
"Mpohor","Ghana","child_iron",0.49,FALSE,TRUE,13,TRUE,0.36091913582443,FALSE,"Use with caution"
"Prestea-Huni Valley","Ghana","child_iron",0.439,FALSE,TRUE,18,FALSE,0.388087221287824,FALSE,"OK to use"
"Sefwi-Akontombra","Ghana","child_iron",0.338,FALSE,TRUE,19,FALSE,0.394161608553891,FALSE,"OK to use"
"Tano South","Ghana","child_iron",0.295,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Adansi Akrofuom","Ghana","child_iron",0.483,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Gomoa West","Ghana","child_iron",0.559,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Adansi North","Ghana","child_iron",0.422,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Adansi South","Ghana","child_iron",0.465,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Afigya-Kwabre North","Ghana","child_iron",0.285,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Afigya-Kwabre South","Ghana","child_iron",0.3,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ahafo-Ano North","Ghana","child_iron",0.281,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ahafo-Ano South East","Ghana","child_iron",0.283,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ahafo-Ano South West","Ghana","child_iron",0.308,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Amansie Central","Ghana","child_iron",1.28,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"Amansie South","Ghana","child_iron",2.411,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"Amansie West","Ghana","child_iron",0.171,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
