"country","outcome","approach","n_admin2","mae_pp","rmse_pp","pearson_r","mean_bias_pp","r_max","r_max_hi","r_share","signal","national_design_pp","national_err_pp","pearson_r_raw","r_share_raw"
"Malawi","women_vitA","Area wSL, unweighted (OOF)",90,2.13,4.57,NA,-0.79,0,0,NA,FALSE,2.17,NA,-0.289,NA
"Malawi","women_vitA","Area wSL, literature covariates (OOF)",90,8.08,8.57,NA,6.98,0,0,NA,FALSE,2.17,NA,-0.094,NA
"Malawi","women_vitA","Area wSL, prescreen in-fold (OOF)",90,5.53,6.68,NA,3.73,0,0,NA,FALSE,2.17,NA,-0.038,NA
"Malawi","women_vitA","Area wSL, prescreen on ALL data (OPTIMISTIC)",90,5.82,6.88,NA,4.4,0,0,NA,FALSE,2.17,NA,0.095,NA
"Malawi","women_vitA","National mean (null)",87,2.59,4.57,NA,-0.29,0,0,NA,FALSE,2.17,NA,NA,NA
"Malawi","women_vitA","Spatial only (no covariates)",90,2.09,4.53,NA,-0.8,0,0,NA,FALSE,2.17,NA,0.146,NA
"Malawi","child_iron","Individual SL",87,12.04,16.24,0.437,-8.95,0.096,0.518,4.55,TRUE,21.52,-10.4,0.437,4.55
"Malawi","child_iron","Area SL (MSE)",90,10.61,14.08,0.391,0.35,0.096,0.518,4.08,TRUE,21.52,-1.52,0.391,4.08
"Malawi","child_iron","Area SL (NLL)",90,12.76,17.49,0.165,-7.58,0.096,0.518,1.72,TRUE,21.52,-9.08,0.165,1.72
"Malawi","child_iron","Area wSL, precision-weighted (OOF)",90,11.69,14.79,0.289,1.84,0.096,0.518,3.01,TRUE,21.52,NA,0.289,3.01
"Malawi","child_iron","Area wSL, unweighted (OOF)",90,11.75,15.84,0.248,-5.35,0.096,0.518,2.58,TRUE,21.52,NA,0.248,2.58
"Malawi","child_iron","Area wSL, literature covariates (OOF)",90,12.51,15.4,0.246,2.6,0.096,0.518,2.56,TRUE,21.52,NA,0.246,2.56
"Malawi","child_iron","Area wSL, prescreen in-fold (OOF)",90,11.67,14.91,0.309,2.61,0.096,0.518,3.22,TRUE,21.52,NA,0.309,3.22
"Malawi","child_iron","Area wSL, prescreen on ALL data (OPTIMISTIC)",90,11.57,14.84,0.347,3.21,0.096,0.518,3.62,TRUE,21.52,NA,0.347,3.62
"Malawi","child_iron","National mean (null)",87,11.58,15.01,NA,0.13,0.096,0.518,NA,TRUE,21.52,NA,NA,NA
"Malawi","child_iron","Spatial only (no covariates)",90,11.92,16.17,0.169,-4.9,0.096,0.518,1.76,TRUE,21.52,NA,0.169,1.76
"Malawi","women_iron","Individual SL",87,13.69,18.38,0.208,-8.08,0,0.526,NA,TRUE,15.94,-6.56,0.208,NA
"Malawi","women_iron","Area SL (MSE)",90,15.26,18.65,-0.072,0.58,0,0.526,NA,TRUE,15.94,2.47,-0.072,NA
"Malawi","women_iron","Area SL (NLL)",90,15.6,20.9,0.06,-11.8,0,0.526,NA,TRUE,15.94,-10.12,0.06,NA
"Malawi","women_iron","Area wSL, precision-weighted (OOF)",90,15.15,18.34,0.077,6.51,0,0.526,NA,TRUE,15.94,NA,0.077,NA
"Malawi","women_iron","Area wSL, unweighted (OOF)",90,14.81,19.68,0.047,-8.24,0,0.526,NA,TRUE,15.94,NA,0.047,NA
"Malawi","women_iron","Area wSL, literature covariates (OOF)",90,16.18,19.32,-0.148,7.34,0,0.526,NA,TRUE,15.94,NA,-0.148,NA
"Malawi","women_iron","Area wSL, prescreen in-fold (OOF)",90,14.9,18.12,0.142,6.22,0,0.526,NA,TRUE,15.94,NA,0.142,NA
"Malawi","women_iron","Area wSL, prescreen on ALL data (OPTIMISTIC)",90,14.71,17.61,0.255,6.32,0,0.526,NA,TRUE,15.94,NA,0.255,NA
"Malawi","women_iron","National mean (null)",87,13.47,16.88,NA,0.38,0,0.526,NA,TRUE,15.94,NA,NA,NA
"Malawi","women_iron","Spatial only (no covariates)",90,14.39,18.81,0.03,-7.46,0,0.526,NA,TRUE,15.94,NA,0.03,NA
"Malawi","women_folate","Individual SL",87,13.12,18.24,0.518,-2.07,0.559,0.742,0.93,TRUE,18.6,0.64,0.518,0.93
"Malawi","women_folate","Area SL (MSE)",90,16,20.37,0.348,1.03,0.559,0.742,0.62,TRUE,18.6,2.67,0.348,0.62
"Malawi","women_folate","Area SL (NLL)",90,19.38,27.41,0.126,-7.99,0.559,0.742,0.23,TRUE,18.6,-7.38,0.126,0.23
"Malawi","women_folate","Area wSL, precision-weighted (OOF)",90,17.57,20.82,0.426,7.78,0.559,0.742,0.76,TRUE,18.6,NA,0.426,0.76
"Malawi","women_folate","Area wSL, unweighted (OOF)",90,16.96,22.98,0.28,-10.23,0.559,0.742,0.5,TRUE,18.6,NA,0.28,0.5
"Malawi","women_folate","Area wSL, literature covariates (OOF)",90,18.22,21.8,0.37,8.93,0.559,0.742,0.66,TRUE,18.6,NA,0.37,0.66
"Malawi","women_folate","Area wSL, prescreen in-fold (OOF)",90,19.69,23.79,0.217,10.6,0.559,0.742,0.39,TRUE,18.6,NA,0.217,0.39
"Malawi","women_folate","Area wSL, prescreen on ALL data (OPTIMISTIC)",90,19.4,22.82,0.333,10.58,0.559,0.742,0.6,TRUE,18.6,NA,0.333,0.6
"Malawi","women_folate","National mean (null)",87,17.23,20.91,NA,-0.27,0.559,0.742,NA,TRUE,18.6,NA,NA,NA
"Malawi","women_folate","Spatial only (no covariates)",90,18.26,24.86,0.01,-10.41,0.559,0.742,0.02,TRUE,18.6,NA,0.01,0.02
"Malawi","women_b12","Individual SL",87,4.16,5.7,NA,0.25,0,0,NA,FALSE,2.28,0.78,0.313,NA
"Malawi","women_b12","Area SL (MSE)",90,4.07,5.66,NA,0.05,0,0,NA,FALSE,2.28,0.53,0.289,NA
"Malawi","women_b12","Area SL (NLL)",90,3.1,6.39,NA,-2.48,0,0,NA,FALSE,2.28,-1.9,0.067,NA
"Malawi","women_b12","Area wSL, precision-weighted (OOF)",90,5.42,6.09,NA,2.92,0,0,NA,FALSE,2.28,NA,0.425,NA
"Malawi","women_b12","Area wSL, unweighted (OOF)",90,3.42,6.03,NA,-1.73,0,0,NA,FALSE,2.28,NA,0.315,NA
"Malawi","women_b12","Area wSL, literature covariates (OOF)",90,7.05,7.76,NA,4.83,0,0,NA,FALSE,2.28,NA,0.195,NA
"Malawi","women_b12","Area wSL, prescreen in-fold (OOF)",90,7.1,7.97,NA,5.15,0,0,NA,FALSE,2.28,NA,0.205,NA
"Malawi","women_b12","Area wSL, prescreen on ALL data (OPTIMISTIC)",90,6.21,7.23,NA,4.63,0,0,NA,FALSE,2.28,NA,0.414,NA
"Malawi","women_b12","National mean (null)",87,4.5,5.99,NA,-0.22,0,0,NA,FALSE,2.28,NA,NA,NA
"Malawi","women_b12","Spatial only (no covariates)",90,3.39,5.93,NA,-1.62,0,0,NA,FALSE,2.28,NA,0.292,NA
"Malawi","child_zinc","Individual SL",87,20.1,24.11,-0.23,1.29,0.672,0.784,-0.34,TRUE,61.14,-2.09,-0.23,-0.34
"Malawi","child_zinc","Area SL (MSE)",90,20.81,25.24,0.003,-1.01,0.672,0.784,0,TRUE,61.14,-4.12,0.003,0
"Malawi","child_zinc","Area SL (NLL)",90,21.87,26.73,-0.011,1.61,0.672,0.784,-0.02,TRUE,61.14,-1.18,-0.011,-0.02
"Malawi","child_zinc","Area wSL, precision-weighted (OOF)",90,20.48,24.3,-0.052,0.6,0.672,0.784,-0.08,TRUE,61.14,NA,-0.052,-0.08
"Malawi","child_zinc","Area wSL, unweighted (OOF)",90,20.11,24.32,0.096,1.61,0.672,0.784,0.14,TRUE,61.14,NA,0.096,0.14
"Malawi","child_zinc","Area wSL, literature covariates (OOF)",90,20.76,24.84,-0.259,0.87,0.672,0.784,-0.39,TRUE,61.14,NA,-0.259,-0.39
"Malawi","child_zinc","Area wSL, prescreen in-fold (OOF)",90,18.9,23.17,0.244,0.65,0.672,0.784,0.36,TRUE,61.14,NA,0.244,0.36
"Malawi","child_zinc","Area wSL, prescreen on ALL data (OPTIMISTIC)",90,18.8,22.75,0.316,0.78,0.672,0.784,0.47,TRUE,61.14,NA,0.316,0.47
"Malawi","child_zinc","National mean (null)",87,19.82,23.84,NA,1.35,0.672,0.784,NA,TRUE,61.14,NA,NA,NA
"Malawi","child_zinc","Spatial only (no covariates)",90,20.46,25,-0.003,3.43,0.672,0.784,0,TRUE,61.14,NA,-0.003,0
"Malawi","women_zinc","Individual SL",87,23,26.26,-0.246,-2.13,0.724,0.797,-0.34,TRUE,64.11,-2.18,-0.246,-0.34
"Malawi","women_zinc","Area SL (MSE)",90,23.56,27.51,-0.185,-0.82,0.724,0.797,-0.26,TRUE,64.11,-0.4,-0.185,-0.26
"Malawi","women_zinc","Area SL (NLL)",90,25.64,33,-0.085,16.37,0.724,0.797,-0.12,TRUE,64.11,16.49,-0.085,-0.12
"Malawi","women_zinc","Area wSL, precision-weighted (OOF)",90,23.86,27.28,-0.242,-7.7,0.724,0.797,-0.33,TRUE,64.11,NA,-0.242,-0.33
"Malawi","women_zinc","Area wSL, unweighted (OOF)",90,24.43,29.79,-0.383,11.97,0.724,0.797,-0.53,TRUE,64.11,NA,-0.383,-0.53
"Malawi","women_zinc","Area wSL, literature covariates (OOF)",90,23.46,26.99,-0.081,-7.4,0.724,0.797,-0.11,TRUE,64.11,NA,-0.081,-0.11
"Malawi","women_zinc","Area wSL, prescreen in-fold (OOF)",90,24.08,27.81,-0.113,-7.84,0.724,0.797,-0.16,TRUE,64.11,NA,-0.113,-0.16
"Malawi","women_zinc","Area wSL, prescreen on ALL data (OPTIMISTIC)",90,22.79,26.12,0.224,-7.48,0.724,0.797,0.31,TRUE,64.11,NA,0.224,0.31
"Malawi","women_zinc","National mean (null)",87,22.69,25.85,NA,-1.98,0.724,0.797,NA,TRUE,64.11,NA,NA,NA
"Malawi","women_zinc","Spatial only (no covariates)",90,23.61,27.67,-0.32,6.39,0.724,0.797,-0.44,TRUE,64.11,NA,-0.32,-0.44
